player_id,team_id,first_name,last_name,birth_date,height,weight,position,draft_year,season_exp
17161,1770,Lorenzo,Bradford,2002-08-14,77,235,F,2024,1
60922,618,Tyrell,Moreno,2000-05-09,77,215,G,2024,1
42166,1089,Tyrell,Bradford,1999-07-11,77,215,F,,1
44207,1850,Omar,Whitaker,2002-03-25,77,190,G,2024,1
56129,1787,Dwayne,Bellamy,2002-03-13,79,248,F,,
72725,1486,Theo,Farrell,1999-06-16,80,205,F,,2
44879,1523,Jerome,Wolfe,2001-11-12,77,205,G,2024,1
70613,1232,Nico,Barnett,2001-08-17,72,185,G,,
88541,1984,Owen,Rhodes,1999-11-12,71,185,G,,1
90853,,Reggie,Holloway,2000-08-14,80,215,F,2023,-1
18969,317,Tyrell,Salazar,2003-12-05,80,196,F,2024,1
39337,985,Emmanuel,Sheffield,2006-06-06,80,206,F,2024,1
26415,460,Jerome,Salazar,1999-06-22,73,180,G,,2
33414,,Eli,Oakley,1999-10-19,76,205,G,,-1
82140,,Wesley,Granger,1996-09-01,81,245,C,,-1
97022,1412,Wesley,Oakley,2004-03-14,81,224,F,2024,2
69978,1427,Trent,Montgomery,1999-11-20,75,195,G,,2
49200,1770,Wesley,Marlow,2000-06-11,82,270,C,,2
76278,,Jonah,Thornton,2000-11-18,77,220,F,,-1
67584,217,Preston,Bellamy,2005-09-12,80,200,F,2024,1
41371,365,Damian,Barnett,2006-02-21,84,205,C,2024,1
87113,1214,Nasir,Barnett,2004-10-29,78,200,G,2024,
58719,1791,Santiago,Cortez,2001-11-01,78,215,F,2024,
91456,,Felix,Jennings,2005-01-20,80,190,F,2024,-1
78739,662,Ezekiel,Sinclair,2003-12-31,74,185,G,2024,1
43237,162,Devonte,Dalton,2005-04-29,78,215,G,2024,1
64019,317,Hakeem,Marlow,2004-01-10,74,175,G,2024,1
88662,829,Ezekiel,Wolfe,2004-04-02,76,180,G,2024,1
15763,365,Preston,Redmond,2005-12-20,76,190,G,2024,1
26085,788,Ivan,Fairbanks,2005-07-05,76,210,G,2024,1
95748,,Rashad,Rutledge,2001-09-11,74,195,G,2024,-1
24597,430,Damian,Oakley,2003-11-25,86,280,C,2024,1
45589,788,Chase,Sheffield,2004-10-26,83,250,C,2024,1
39466,,Samir,Yates,2003-06-09,75,195,G,2024,-1
93139,365,Felix,Brennan,2004-04-07,80,200,F,2024,1
89832,547,Rashad,Alder,2004-09-13,83,235,C,2024,1
87529,,Santiago,Moreno,2005-10-30,82,207,F,2024,-1
80983,618,Dante,Oakley,2003-12-28,84,230,C,2024,1
19265,891,Rashad,Larkin,2005-02-09,80,200,G,2024,1
26849,554,Wesley,Thackeray,2000-06-24,74,195,G,2024,1
20119,,Devonte,Carver,2004-08-29,81,185,F,,-1
81610,460,Preston,Pruitt,2003-02-15,78,215,G-F,2024,1
21380,933,Eli,Marlow,1999-10-13,75,205,G,2024,1
68451,386,Dante,Rivera,2002-09-16,83,235,F,2024,1
80509,386,Mateo,Redmond,2003-09-25,79,216,F,2024,1
71733,829,Dante,Salazar,2003-02-05,73,200,G,2024,1
91209,,Ivan,Brennan,2004-04-09,79,203,F,,-1
28911,486,Jerome,Thackeray,2001-08-01,76,190,G,2024,1
61371,618,Dante,Calloway,2000-11-03,78,225,F,,1
92859,,Sebastian,Winslow,2004-08-02,77,190,G,2024,-1
46569,1478,Samir,Larkin,2001-08-18,74,189,G,2024,1
63515,1791,Nasir,Sawyer,2004-07-04,74,210,G,2024,1
69452,1089,Dominic,Boone,2001-09-22,76,210,G,,1
45753,,Rashad,Farrell,2005-04-15,77,160,G,2024,-1
26227,,Reggie,Pemberton,2006-06-22,81,210,F,2024,-1
79088,1214,Nico,Garner,2002-12-07,79,215,F,,
89892,,Zaire,Rivera,2002-09-07,77,175,G,2025,-1
66430,,Zaire,Ashby,2000-09-04,78,210,F,2025,-1
28540,789,Rashad,Rhodes,2000-07-25,84,238,C,2024,1
71840,,Adrian,Vance,2001-09-09,81,225,F,2024,-1
51585,,Nasir,Langford,2002-06-13,83,230,C,,-1
86086,933,Landon,Dupree,2003-10-26,79,,F,2024,1
90699,,Eli,Alder,2003-03-05,79,190,G,,-1
40792,1214,Devonte,Abbott,1999-01-14,84,220,C,,1
49482,,Hakeem,Jennings,2003-08-22,76,195,G,2025,-1
64738,1850,Leon,Alder,2000-12-03,78,220,F,,1
20666,1916,Simon,Lockhart,2001-11-15,76,206,G,,1
10332,1427,Derek,Thackeray,1999-06-13,80,230,F,,1
66506,1120,Ivan,Jennings,2002-04-21,79,220,F,,1
71602,1916,Tariq,Calloway,2001-04-17,81,220,F,2024,1
30025,1486,Hakeem,Larkin,2000-12-07,80,245,F,,1
62916,,Silas,Kirby,2002-06-21,75,206,G,2025,-1
45074,829,Kofi,Cortez,2000-10-20,79,220,F,,1
54782,1120,Trent,Rhodes,2000-04-06,79,230,F,,1
50500,1006,Kai,Rivera,1999-12-21,72,185,G,,1
47711,1486,Simon,Fletcher,1999-07-29,83,,F,,1
77648,985,Mateo,Rivera,2001-02-01,76,165,G,,1
48957,604,Hakeem,Nash,2001-09-14,79,225,F,,1
99495,1993,Darnell,Godfrey,2001-09-10,73,180,G,,1
99883,1753,Ibrahim,Dupree,1999-11-12,81,240,C,,1
60085,1218,Theo,Sawyer,1999-12-07,81,210,F,,1
41586,1232,Dante,Zimmer,1998-01-30,77,205,G,,1
55944,1788,Antoine,Ramsey,2001-03-02,67,159,G,,1
89924,908,Kamari,Thackeray,2006-05-03,81,205,F,2025,
89399,162,Antoine,Ellison,2006-11-03,77,215,G,2025,
62659,709,Josiah,Rutledge,2006-07-09,76,190,G,2025,
98605,788,Ronan,Radford,2005-12-19,81,200,F,2025,
71124,547,Carlos,Mercer,2005-10-15,75,190,G,2025,
99975,365,Kai,Keller,2007-02-10,77,190,G,2025,
51976,,Emmanuel,Pemberton,2007-04-01,75,185,G,2025,-1
59940,541,Jaxon,Gallagher,2004-11-16,78,215,G-F,2025,
10066,547,Roman,Gentry,2005-06-03,81,250,C,2025,
91482,,Nasir,Mercer,2005-07-07,81,240,F,2025,-1
40042,,Sebastian,Vasquez,2005-04-13,82,220,F,2025,-1
42436,,Nathan,Holloway,2006-06-01,80,200,F,2025,-1
72964,273,Wesley,Zimmer,2005-05-20,80,200,G,2025,
21564,,Owen,Sawyer,2007-04-28,77,200,G,2025,-1
27317,,Mateo,Thornton,2005-08-02,73,180,G,2025,-1
25143,,Eli,Holloway,2005-10-04,81,180,F,2025,-1
18883,1523,Wesley,Nash,2005-01-20,79,210,F,2025,
71373,,Lorenzo,Sawyer,2006-06-01,85,250,C,2025,-1
89682,326,Santiago,Emerson,2006-12-22,78,200,G,2025,
81799,,Ronan,Yates,2006-04-18,83,230,F,2025,-1
44570,829,Kai,Mercer,2005-04-02,79,245,F,2025,
82059,,Omar,Garner,2005-04-24,78,220,F,2025,-1
47970,,Kendrick,Hale,2004-02-03,79,215,G-F,2025,-1
82279,1757,Preston,Moreno,2002-06-03,83,250,F-C,2025,
49591,,Trent,Easton,2003-06-17,83,250,F,2025,-1
24916,,Adrian,Garner,2002-05-05,85,250,C,2025,-1
21862,,Jace,Calloway,2003-11-01,79,220,G,2025,-1
62742,547,Preston,Lockhart,2001-05-27,79,215,G-F,2025,
66572,,Josiah,Calloway,2004-12-31,76,185,G,2025,-1
31721,,Landon,Barnett,2006-12-11,78,200,G,2025,-1
72946,,Santiago,Radford,2001-10-19,76,200,G,2025,-1
72299,1049,Josiah,Thackeray,2002-07-30,81,230,F,,
99616,541,Kendrick,Radford,2003-03-03,77,220,G,2025,
77461,,Ezekiel,Yates,2004-07-14,81,225,F,2025,-1
31782,1789,Gabriel,Lockhart,2002-12-24,77,215,G,2025,
56789,1837,Nico,Beckett,2005-03-04,85,270,C,2025,
84150,933,Preston,Dalton,2004-05-06,77,206,G,2025,
16475,1757,Mateo,Hargrove,2001-01-14,76,218,G,2025,
89640,1916,Omar,Sheffield,2006-05-25,87,227,C,2025,
85684,1927,Dominic,Emerson,2002-07-08,73,190,G,2025,
69004,1757,Mateo,Blackwood,2001-08-25,76,210,G,2025,
49750,1786,Darnell,Rhodes,2002-03-26,74,210,G,2025,
23317,592,Zaire,Wolfe,2002-04-10,80,207,G,2025,
10220,,Roman,Easton,2001-04-25,82,255,C,,-1
71896,1478,Simon,Navarro,2001-01-05,75,195,G,,
34685,1412,Felix,Bellamy,2003-11-07,76,190,G,,
66569,1927,Kofi,Godfrey,2003-09-08,76,203,G,2025,
41026,,Maurice,Carver,2003-04-29,71,180,G,,-1
92723,,Kai,Thornton,2004-01-17,83,242,C,2025,-1
85712,1788,Maurice,Rhodes,2003-05-16,80,236,C,2025,
36556,1787,Kendrick,Blackwood,2003-09-08,73,195,G,,
29082,789,Nico,Sutter,2002-03-09,75,206,G,2025,
19169,1837,Ibrahim,Bellamy,2002-07-23,76,,G,,
45654,,Kai,Redmond,2006-04-10,77,195,G-F,2025,-1
78846,1214,Nasir,Thackeray,2001-09-06,77,230,G,2025,
20958,1412,Landon,Maddox,2003-08-16,78,205,G,,
30813,1519,Roman,Calloway,2001-04-12,75,185,G,2025,
83235,,Santiago,Dupree,2003-10-11,76,185,G,,-1
82891,1218,Eli,Zimmer,2002-05-21,72,,G,,
40989,1791,Rashad,Ocampo,2002-05-13,76,209,G,,
91274,1789,Jace,Barnett,2001-11-09,83,230,F,,
52267,1320,Adrian,Redmond,2002-08-25,79,220,G-F,,
60481,1757,Maurice,Boone,2003-03-18,76,190,G,,
57151,,Damian,Bradford,2002-10-02,84,,C,,-1
13756,1787,Ezekiel,Brennan,2001-03-16,79,,G,,
73551,1371,Keenan,Emerson,1999-11-16,79,220,F,,
10749,1770,Nasir,Wakefield,2002-04-23,80,210,F,,
27927,1837,Adrian,Granger,2001-06-29,80,215,F,,
